VCE ,leafValue( DP1_IB1 "mcparamset" 1 ) (A),leafValue( DP1_IB1 "mcparamset" 2 ) (A),leafValue( DP1_IB1 "mcparamset" 3 ) (A),leafValue( DP1_IB1 "mcparamset" 4 ) (A),leafValue( DP1_IB1 "mcparamset" 5 ) (A),leafValue( DP1_IB1 "mcparamset" 6 ) (A),leafValue( DP1_IB1 "mcparamset" 7 ) (A),leafValue( DP1_IB1 "mcparamset" 8 ) (A),leafValue( DP1_IB1 "mcparamset" 9 ) (A),leafValue( DP1_IB1 "mcparamset" 10 ) (A),leafValue( DP1_IB1 "mcparamset" 11 ) (A),leafValue( DP1_IB1 "mcparamset" 12 ) (A),leafValue( DP1_IB1 "mcparamset" 13 ) (A),leafValue( DP1_IB1 "mcparamset" 14 ) (A),leafValue( DP1_IB1 "mcparamset" 15 ) (A),leafValue( DP1_IB1 "mcparamset" 16 ) (A),leafValue( DP1_IB1 "mcparamset" 17 ) (A),leafValue( DP1_IB1 "mcparamset" 18 ) (A),leafValue( DP1_IB1 "mcparamset" 19 ) (A),leafValue( DP1_IB1 "mcparamset" 20 ) (A),leafValue( DP1_IB2 "mcparamset" 1 ) (A),leafValue( DP1_IB2 "mcparamset" 2 ) (A),leafValue( DP1_IB2 "mcparamset" 3 ) (A),leafValue( DP1_IB2 "mcparamset" 4 ) (A),leafValue( DP1_IB2 "mcparamset" 5 ) (A),leafValue( DP1_IB2 "mcparamset" 6 ) (A),leafValue( DP1_IB2 "mcparamset" 7 ) (A),leafValue( DP1_IB2 "mcparamset" 8 ) (A),leafValue( DP1_IB2 "mcparamset" 9 ) (A),leafValue( DP1_IB2 "mcparamset" 10 ) (A),leafValue( DP1_IB2 "mcparamset" 11 ) (A),leafValue( DP1_IB2 "mcparamset" 12 ) (A),leafValue( DP1_IB2 "mcparamset" 13 ) (A),leafValue( DP1_IB2 "mcparamset" 14 ) (A),leafValue( DP1_IB2 "mcparamset" 15 ) (A),leafValue( DP1_IB2 "mcparamset" 16 ) (A),leafValue( DP1_IB2 "mcparamset" 17 ) (A),leafValue( DP1_IB2 "mcparamset" 18 ) (A),leafValue( DP1_IB2 "mcparamset" 19 ) (A),leafValue( DP1_IB2 "mcparamset" 20 ) (A),leafValue( DP2_IB1 "mcparamset" 1 ) (A),leafValue( DP2_IB1 "mcparamset" 2 ) (A),leafValue( DP2_IB1 "mcparamset" 3 ) (A),leafValue( DP2_IB1 "mcparamset" 4 ) (A),leafValue( DP2_IB1 "mcparamset" 5 ) (A),leafValue( DP2_IB1 "mcparamset" 6 ) (A),leafValue( DP2_IB1 "mcparamset" 7 ) (A),leafValue( DP2_IB1 "mcparamset" 8 ) (A),leafValue( DP2_IB1 "mcparamset" 9 ) (A),leafValue( DP2_IB1 "mcparamset" 10 ) (A),leafValue( DP2_IB1 "mcparamset" 11 ) (A),leafValue( DP2_IB1 "mcparamset" 12 ) (A),leafValue( DP2_IB1 "mcparamset" 13 ) (A),leafValue( DP2_IB1 "mcparamset" 14 ) (A),leafValue( DP2_IB1 "mcparamset" 15 ) (A),leafValue( DP2_IB1 "mcparamset" 16 ) (A),leafValue( DP2_IB1 "mcparamset" 17 ) (A),leafValue( DP2_IB1 "mcparamset" 18 ) (A),leafValue( DP2_IB1 "mcparamset" 19 ) (A),leafValue( DP2_IB1 "mcparamset" 20 ) (A),leafValue( DP2_IB2 "mcparamset" 1 ) (A),leafValue( DP2_IB2 "mcparamset" 2 ) (A),leafValue( DP2_IB2 "mcparamset" 3 ) (A),leafValue( DP2_IB2 "mcparamset" 4 ) (A),leafValue( DP2_IB2 "mcparamset" 5 ) (A),leafValue( DP2_IB2 "mcparamset" 6 ) (A),leafValue( DP2_IB2 "mcparamset" 7 ) (A),leafValue( DP2_IB2 "mcparamset" 8 ) (A),leafValue( DP2_IB2 "mcparamset" 9 ) (A),leafValue( DP2_IB2 "mcparamset" 10 ) (A),leafValue( DP2_IB2 "mcparamset" 11 ) (A),leafValue( DP2_IB2 "mcparamset" 12 ) (A),leafValue( DP2_IB2 "mcparamset" 13 ) (A),leafValue( DP2_IB2 "mcparamset" 14 ) (A),leafValue( DP2_IB2 "mcparamset" 15 ) (A),leafValue( DP2_IB2 "mcparamset" 16 ) (A),leafValue( DP2_IB2 "mcparamset" 17 ) (A),leafValue( DP2_IB2 "mcparamset" 18 ) (A),leafValue( DP2_IB2 "mcparamset" 19 ) (A),leafValue( DP2_IB2 "mcparamset" 20 ) (A),leafValue( DP3_IB1 "mcparamset" 1 ) (A),leafValue( DP3_IB1 "mcparamset" 2 ) (A),leafValue( DP3_IB1 "mcparamset" 3 ) (A),leafValue( DP3_IB1 "mcparamset" 4 ) (A),leafValue( DP3_IB1 "mcparamset" 5 ) (A),leafValue( DP3_IB1 "mcparamset" 6 ) (A),leafValue( DP3_IB1 "mcparamset" 7 ) (A),leafValue( DP3_IB1 "mcparamset" 8 ) (A),leafValue( DP3_IB1 "mcparamset" 9 ) (A),leafValue( DP3_IB1 "mcparamset" 10 ) (A),leafValue( DP3_IB1 "mcparamset" 11 ) (A),leafValue( DP3_IB1 "mcparamset" 12 ) (A),leafValue( DP3_IB1 "mcparamset" 13 ) (A),leafValue( DP3_IB1 "mcparamset" 14 ) (A),leafValue( DP3_IB1 "mcparamset" 15 ) (A),leafValue( DP3_IB1 "mcparamset" 16 ) (A),leafValue( DP3_IB1 "mcparamset" 17 ) (A),leafValue( DP3_IB1 "mcparamset" 18 ) (A),leafValue( DP3_IB1 "mcparamset" 19 ) (A),leafValue( DP3_IB1 "mcparamset" 20 ) (A),leafValue( DP3_IB2 "mcparamset" 1 ) (A),leafValue( DP3_IB2 "mcparamset" 2 ) (A),leafValue( DP3_IB2 "mcparamset" 3 ) (A),leafValue( DP3_IB2 "mcparamset" 4 ) (A),leafValue( DP3_IB2 "mcparamset" 5 ) (A),leafValue( DP3_IB2 "mcparamset" 6 ) (A),leafValue( DP3_IB2 "mcparamset" 7 ) (A),leafValue( DP3_IB2 "mcparamset" 8 ) (A),leafValue( DP3_IB2 "mcparamset" 9 ) (A),leafValue( DP3_IB2 "mcparamset" 10 ) (A),leafValue( DP3_IB2 "mcparamset" 11 ) (A),leafValue( DP3_IB2 "mcparamset" 12 ) (A),leafValue( DP3_IB2 "mcparamset" 13 ) (A),leafValue( DP3_IB2 "mcparamset" 14 ) (A),leafValue( DP3_IB2 "mcparamset" 15 ) (A),leafValue( DP3_IB2 "mcparamset" 16 ) (A),leafValue( DP3_IB2 "mcparamset" 17 ) (A),leafValue( DP3_IB2 "mcparamset" 18 ) (A),leafValue( DP3_IB2 "mcparamset" 19 ) (A),leafValue( DP3_IB2 "mcparamset" 20 ) (A)
280.00000E-3,23.125587E-12,23.121487E-12,23.131238E-12,23.124483E-12,23.114161E-12,23.120263E-12,23.127413E-12,23.118002E-12,23.124748E-12,23.127273E-12,23.122294E-12,23.124425E-12,23.119301E-12,23.132407E-12,23.121908E-12,23.126456E-12,23.120788E-12,23.117128E-12,23.123487E-12,23.130563E-12,23.125797E-12,23.123100E-12,23.128194E-12,23.123678E-12,23.115261E-12,23.121487E-12,23.125770E-12,23.118126E-12,23.122862E-12,23.128358E-12,23.121994E-12,23.125152E-12,23.119947E-12,23.131774E-12,23.122424E-12,23.127207E-12,23.121467E-12,23.116429E-12,23.123344E-12,23.129574E-12,23.126434E-12,23.120017E-12,23.129965E-12,23.125080E-12,23.113982E-12,23.120128E-12,23.126005E-12,23.118033E-12,23.123830E-12,23.128958E-12,23.120173E-12,23.125351E-12,23.120768E-12,23.131346E-12,23.122771E-12,23.126290E-12,23.121384E-12,23.116645E-12,23.123157E-12,23.131354E-12,23.125782E-12,23.122075E-12,23.129558E-12,23.123016E-12,23.115577E-12,23.121048E-12,23.126293E-12,23.118090E-12,23.123588E-12,23.127154E-12,23.122584E-12,23.126442E-12,23.120066E-12,23.132632E-12,23.122383E-12,23.126164E-12,23.120589E-12,23.116351E-12,23.124006E-12,23.129182E-12,23.125755E-12,23.122884E-12,23.128481E-12,23.122931E-12,23.114972E-12,23.121315E-12,23.128230E-12,23.117138E-12,23.122990E-12,23.127600E-12,23.122304E-12,23.124751E-12,23.121420E-12,23.132995E-12,23.122323E-12,23.128287E-12,23.120998E-12,23.116302E-12,23.123626E-12,23.129478E-12,23.125166E-12,23.123136E-12,23.128897E-12,23.124043E-12,23.114058E-12,23.121649E-12,23.125498E-12,23.116593E-12,23.123925E-12,23.128249E-12,23.122045E-12,23.127426E-12,23.119424E-12,23.132489E-12,23.123083E-12,23.126721E-12,23.121407E-12,23.116464E-12,23.123069E-12,23.130374E-12
285.00000E-3,23.605347E-12,23.600371E-12,23.612206E-12,23.604007E-12,23.591479E-12,23.598885E-12,23.607563E-12,23.596141E-12,23.604329E-12,23.607394E-12,23.601350E-12,23.603937E-12,23.597717E-12,23.613624E-12,23.600881E-12,23.606402E-12,23.599523E-12,23.595080E-12,23.602799E-12,23.611386E-12,23.605602E-12,23.602329E-12,23.608511E-12,23.603030E-12,23.592814E-12,23.600371E-12,23.605569E-12,23.596292E-12,23.602040E-12,23.608710E-12,23.600987E-12,23.604819E-12,23.598502E-12,23.612857E-12,23.601507E-12,23.607313E-12,23.600346E-12,23.594232E-12,23.602625E-12,23.610186E-12,23.606375E-12,23.598587E-12,23.610661E-12,23.604732E-12,23.591261E-12,23.598722E-12,23.605854E-12,23.596178E-12,23.603214E-12,23.609438E-12,23.598776E-12,23.605060E-12,23.599498E-12,23.612337E-12,23.601929E-12,23.606200E-12,23.600246E-12,23.594494E-12,23.602397E-12,23.612347E-12,23.605583E-12,23.601085E-12,23.610166E-12,23.602226E-12,23.593197E-12,23.599838E-12,23.606204E-12,23.596248E-12,23.602920E-12,23.607249E-12,23.601702E-12,23.606385E-12,23.598646E-12,23.613898E-12,23.601458E-12,23.606047E-12,23.599281E-12,23.594137E-12,23.603428E-12,23.609711E-12,23.605551E-12,23.602066E-12,23.608860E-12,23.602124E-12,23.592463E-12,23.600162E-12,23.608555E-12,23.595092E-12,23.602195E-12,23.607790E-12,23.601362E-12,23.604333E-12,23.600289E-12,23.614338E-12,23.601385E-12,23.608623E-12,23.599777E-12,23.594078E-12,23.602967E-12,23.610070E-12,23.604836E-12,23.602372E-12,23.609365E-12,23.603473E-12,23.591354E-12,23.600568E-12,23.605239E-12,23.594430E-12,23.603330E-12,23.608578E-12,23.601048E-12,23.607579E-12,23.597866E-12,23.613724E-12,23.602308E-12,23.606723E-12,23.600273E-12,23.594274E-12,23.602291E-12,23.611158E-12
290.00000E-3,24.094313E-12,24.088274E-12,24.102638E-12,24.092686E-12,24.077481E-12,24.086470E-12,24.097002E-12,24.083140E-12,24.093077E-12,24.096797E-12,24.089462E-12,24.092602E-12,24.085053E-12,24.104359E-12,24.088893E-12,24.095593E-12,24.087244E-12,24.081852E-12,24.091220E-12,24.101643E-12,24.094622E-12,24.090650E-12,24.098153E-12,24.091501E-12,24.079101E-12,24.088273E-12,24.094582E-12,24.083322E-12,24.090299E-12,24.098395E-12,24.089021E-12,24.093672E-12,24.086005E-12,24.103428E-12,24.089653E-12,24.096699E-12,24.088244E-12,24.080822E-12,24.091009E-12,24.100187E-12,24.095561E-12,24.086108E-12,24.100763E-12,24.093567E-12,24.077217E-12,24.086272E-12,24.094929E-12,24.083185E-12,24.091724E-12,24.099279E-12,24.086338E-12,24.093965E-12,24.087214E-12,24.102797E-12,24.090164E-12,24.095348E-12,24.088121E-12,24.081140E-12,24.090733E-12,24.102809E-12,24.094600E-12,24.089140E-12,24.100162E-12,24.090525E-12,24.079566E-12,24.087627E-12,24.095353E-12,24.083269E-12,24.091367E-12,24.096621E-12,24.089889E-12,24.095573E-12,24.086180E-12,24.104692E-12,24.089593E-12,24.095162E-12,24.086951E-12,24.080707E-12,24.091984E-12,24.099610E-12,24.094561E-12,24.090331E-12,24.098576E-12,24.090401E-12,24.078675E-12,24.088020E-12,24.098206E-12,24.081867E-12,24.090487E-12,24.097278E-12,24.089476E-12,24.093082E-12,24.088175E-12,24.105226E-12,24.089504E-12,24.098290E-12,24.087552E-12,24.080636E-12,24.091425E-12,24.100045E-12,24.093693E-12,24.090702E-12,24.099190E-12,24.092038E-12,24.077329E-12,24.088512E-12,24.094182E-12,24.081063E-12,24.091865E-12,24.098234E-12,24.089095E-12,24.097022E-12,24.085234E-12,24.104480E-12,24.090625E-12,24.095983E-12,24.088155E-12,24.080873E-12,24.090604E-12,24.101365E-12
295.00000E-3,24.593643E-12,24.586313E-12,24.603747E-12,24.591669E-12,24.573213E-12,24.584123E-12,24.596907E-12,24.580082E-12,24.592143E-12,24.596658E-12,24.587754E-12,24.591566E-12,24.582403E-12,24.605836E-12,24.587064E-12,24.595196E-12,24.585063E-12,24.578519E-12,24.589889E-12,24.602540E-12,24.594018E-12,24.589197E-12,24.598303E-12,24.590229E-12,24.575180E-12,24.586312E-12,24.593970E-12,24.580303E-12,24.588771E-12,24.598597E-12,24.587219E-12,24.592865E-12,24.583559E-12,24.604706E-12,24.587987E-12,24.596539E-12,24.586276E-12,24.577269E-12,24.589633E-12,24.600772E-12,24.595157E-12,24.583685E-12,24.601471E-12,24.592737E-12,24.572893E-12,24.583883E-12,24.594390E-12,24.580136E-12,24.590501E-12,24.599670E-12,24.583963E-12,24.593221E-12,24.585026E-12,24.603940E-12,24.588608E-12,24.594899E-12,24.586128E-12,24.577655E-12,24.589297E-12,24.603954E-12,24.593991E-12,24.587364E-12,24.600742E-12,24.589046E-12,24.575745E-12,24.585528E-12,24.594905E-12,24.580239E-12,24.590068E-12,24.596444E-12,24.588273E-12,24.595172E-12,24.583771E-12,24.606240E-12,24.587913E-12,24.594674E-12,24.584707E-12,24.577129E-12,24.590816E-12,24.600071E-12,24.593944E-12,24.588810E-12,24.598817E-12,24.588894E-12,24.574663E-12,24.586005E-12,24.598368E-12,24.578536E-12,24.588999E-12,24.597242E-12,24.587772E-12,24.592149E-12,24.586192E-12,24.606888E-12,24.587806E-12,24.598469E-12,24.585437E-12,24.577042E-12,24.590137E-12,24.600600E-12,24.592890E-12,24.589260E-12,24.599562E-12,24.590882E-12,24.573029E-12,24.586602E-12,24.593484E-12,24.577561E-12,24.590671E-12,24.598402E-12,24.587309E-12,24.596931E-12,24.582623E-12,24.605982E-12,24.589167E-12,24.595670E-12,24.586169E-12,24.577331E-12,24.589141E-12,24.602202E-12
300.00000E-3,25.104658E-12,25.095761E-12,25.116921E-12,25.102262E-12,25.079862E-12,25.093104E-12,25.108619E-12,25.088198E-12,25.102837E-12,25.108317E-12,25.097511E-12,25.102137E-12,25.091016E-12,25.119457E-12,25.096673E-12,25.106543E-12,25.094244E-12,25.086301E-12,25.100101E-12,25.115456E-12,25.105113E-12,25.099261E-12,25.110314E-12,25.100515E-12,25.082249E-12,25.095760E-12,25.105055E-12,25.088467E-12,25.098745E-12,25.110671E-12,25.096862E-12,25.103713E-12,25.092419E-12,25.118085E-12,25.097793E-12,25.108172E-12,25.095717E-12,25.084784E-12,25.099790E-12,25.113310E-12,25.106496E-12,25.092571E-12,25.114159E-12,25.103558E-12,25.079473E-12,25.092812E-12,25.105564E-12,25.088265E-12,25.100844E-12,25.111973E-12,25.092909E-12,25.104145E-12,25.094199E-12,25.117156E-12,25.098546E-12,25.106183E-12,25.095537E-12,25.085253E-12,25.099384E-12,25.117173E-12,25.105080E-12,25.097037E-12,25.113275E-12,25.099078E-12,25.082934E-12,25.094808E-12,25.106190E-12,25.088389E-12,25.100319E-12,25.108058E-12,25.098140E-12,25.106514E-12,25.092677E-12,25.119947E-12,25.097704E-12,25.105909E-12,25.093812E-12,25.084614E-12,25.101227E-12,25.112460E-12,25.105023E-12,25.098792E-12,25.110938E-12,25.098895E-12,25.081622E-12,25.095387E-12,25.110393E-12,25.086323E-12,25.099022E-12,25.109026E-12,25.097533E-12,25.102844E-12,25.095615E-12,25.120733E-12,25.097574E-12,25.110516E-12,25.094699E-12,25.084509E-12,25.100403E-12,25.113101E-12,25.103744E-12,25.099339E-12,25.111842E-12,25.101307E-12,25.079638E-12,25.096112E-12,25.104465E-12,25.085140E-12,25.101051E-12,25.110434E-12,25.096971E-12,25.108649E-12,25.091283E-12,25.119635E-12,25.099225E-12,25.107118E-12,25.095586E-12,25.084859E-12,25.099194E-12,25.115047E-12
305.00000E-3,25.628870E-12,25.618072E-12,25.643754E-12,25.625961E-12,25.598775E-12,25.614846E-12,25.633678E-12,25.608892E-12,25.626660E-12,25.633311E-12,25.620195E-12,25.625810E-12,25.612312E-12,25.646831E-12,25.619179E-12,25.631158E-12,25.616230E-12,25.606590E-12,25.623339E-12,25.641975E-12,25.629422E-12,25.622320E-12,25.635735E-12,25.623841E-12,25.601672E-12,25.618070E-12,25.629351E-12,25.609219E-12,25.621693E-12,25.636168E-12,25.619407E-12,25.627723E-12,25.614016E-12,25.645166E-12,25.620537E-12,25.633135E-12,25.618018E-12,25.604749E-12,25.622962E-12,25.639371E-12,25.631100E-12,25.614200E-12,25.640401E-12,25.627535E-12,25.598303E-12,25.614492E-12,25.629970E-12,25.608973E-12,25.624241E-12,25.637748E-12,25.614610E-12,25.628248E-12,25.616176E-12,25.644039E-12,25.621452E-12,25.630720E-12,25.617799E-12,25.605317E-12,25.622468E-12,25.644060E-12,25.629382E-12,25.619620E-12,25.639328E-12,25.622098E-12,25.602503E-12,25.616915E-12,25.630729E-12,25.609124E-12,25.623603E-12,25.632996E-12,25.620959E-12,25.631122E-12,25.614328E-12,25.647426E-12,25.620429E-12,25.630388E-12,25.615706E-12,25.604542E-12,25.624706E-12,25.638340E-12,25.629313E-12,25.621750E-12,25.636492E-12,25.621875E-12,25.600910E-12,25.617618E-12,25.635830E-12,25.606616E-12,25.622029E-12,25.634171E-12,25.620222E-12,25.626668E-12,25.617894E-12,25.648381E-12,25.620272E-12,25.635980E-12,25.616782E-12,25.604415E-12,25.623706E-12,25.639118E-12,25.627761E-12,25.622414E-12,25.637589E-12,25.624802E-12,25.598503E-12,25.618498E-12,25.628635E-12,25.605180E-12,25.624492E-12,25.635880E-12,25.619540E-12,25.633713E-12,25.612636E-12,25.647047E-12,25.622275E-12,25.631856E-12,25.617859E-12,25.604840E-12,25.622238E-12,25.641479E-12
310.00000E-3,26.168012E-12,26.154905E-12,26.186077E-12,26.164481E-12,26.131484E-12,26.150991E-12,26.173847E-12,26.143764E-12,26.165329E-12,26.173402E-12,26.157483E-12,26.164298E-12,26.147915E-12,26.189812E-12,26.156249E-12,26.170788E-12,26.152671E-12,26.140970E-12,26.161299E-12,26.183918E-12,26.168682E-12,26.160062E-12,26.176344E-12,26.161908E-12,26.135000E-12,26.154904E-12,26.168596E-12,26.144160E-12,26.159301E-12,26.176869E-12,26.156526E-12,26.166620E-12,26.149982E-12,26.187791E-12,26.157898E-12,26.173188E-12,26.154840E-12,26.138735E-12,26.160841E-12,26.180757E-12,26.170718E-12,26.150206E-12,26.182007E-12,26.166391E-12,26.130911E-12,26.150561E-12,26.169347E-12,26.143862E-12,26.162393E-12,26.178787E-12,26.150704E-12,26.167256E-12,26.152605E-12,26.186423E-12,26.159008E-12,26.170257E-12,26.154575E-12,26.139425E-12,26.160242E-12,26.186448E-12,26.168633E-12,26.156785E-12,26.180705E-12,26.159792E-12,26.136010E-12,26.153501E-12,26.170268E-12,26.144046E-12,26.161619E-12,26.173020E-12,26.158410E-12,26.170745E-12,26.150361E-12,26.190534E-12,26.157767E-12,26.169854E-12,26.152034E-12,26.138484E-12,26.162958E-12,26.179505E-12,26.168549E-12,26.159369E-12,26.177263E-12,26.159521E-12,26.134076E-12,26.154354E-12,26.176459E-12,26.141002E-12,26.159709E-12,26.174446E-12,26.157515E-12,26.165339E-12,26.154690E-12,26.191692E-12,26.157576E-12,26.176641E-12,26.153340E-12,26.138330E-12,26.161743E-12,26.180450E-12,26.166666E-12,26.160176E-12,26.178594E-12,26.163074E-12,26.131155E-12,26.155423E-12,26.167727E-12,26.139258E-12,26.162698E-12,26.176520E-12,26.156687E-12,26.173890E-12,26.148308E-12,26.190074E-12,26.160008E-12,26.171635E-12,26.154648E-12,26.138846E-12,26.159963E-12,26.183315E-12
315.00000E-3,26.724074E-12,26.708166E-12,26.746000E-12,26.719789E-12,26.679740E-12,26.703415E-12,26.731156E-12,26.694644E-12,26.720818E-12,26.730616E-12,26.711295E-12,26.719566E-12,26.699682E-12,26.750533E-12,26.709797E-12,26.727444E-12,26.705454E-12,26.691253E-12,26.715926E-12,26.743379E-12,26.724887E-12,26.714425E-12,26.734187E-12,26.716666E-12,26.684007E-12,26.708164E-12,26.724782E-12,26.695125E-12,26.713501E-12,26.734824E-12,26.710134E-12,26.722384E-12,26.702191E-12,26.748080E-12,26.711799E-12,26.730357E-12,26.708088E-12,26.688541E-12,26.715370E-12,26.739543E-12,26.727359E-12,26.702463E-12,26.741060E-12,26.722107E-12,26.679044E-12,26.702894E-12,26.725694E-12,26.694763E-12,26.717254E-12,26.737152E-12,26.703067E-12,26.723157E-12,26.705374E-12,26.746420E-12,26.713146E-12,26.726799E-12,26.707765E-12,26.689378E-12,26.714643E-12,26.746450E-12,26.724828E-12,26.710448E-12,26.739480E-12,26.714097E-12,26.685233E-12,26.706462E-12,26.726813E-12,26.694986E-12,26.716315E-12,26.730152E-12,26.712420E-12,26.727391E-12,26.702651E-12,26.751409E-12,26.711640E-12,26.726310E-12,26.704681E-12,26.688236E-12,26.717940E-12,26.738023E-12,26.724726E-12,26.713585E-12,26.735302E-12,26.713769E-12,26.682886E-12,26.707498E-12,26.734327E-12,26.691291E-12,26.713996E-12,26.731883E-12,26.711333E-12,26.720830E-12,26.707905E-12,26.752815E-12,26.711408E-12,26.734547E-12,26.706267E-12,26.688049E-12,26.716466E-12,26.739170E-12,26.722440E-12,26.714563E-12,26.736917E-12,26.718081E-12,26.679340E-12,26.708794E-12,26.723728E-12,26.689175E-12,26.717624E-12,26.734400E-12,26.710329E-12,26.731208E-12,26.700159E-12,26.750851E-12,26.714359E-12,26.728472E-12,26.707854E-12,26.688675E-12,26.714304E-12,26.742648E-12
320.00000E-3,27.299349E-12,27.280042E-12,27.325961E-12,27.294148E-12,27.245540E-12,27.274275E-12,27.307944E-12,27.263630E-12,27.295397E-12,27.307290E-12,27.283839E-12,27.293878E-12,27.269744E-12,27.331463E-12,27.282021E-12,27.303439E-12,27.276750E-12,27.259513E-12,27.289460E-12,27.322781E-12,27.300336E-12,27.287638E-12,27.311623E-12,27.290358E-12,27.250719E-12,27.280039E-12,27.300209E-12,27.264213E-12,27.286517E-12,27.312397E-12,27.282430E-12,27.297298E-12,27.272790E-12,27.328486E-12,27.284450E-12,27.306975E-12,27.279946E-12,27.256222E-12,27.288785E-12,27.318124E-12,27.303336E-12,27.273119E-12,27.319965E-12,27.296962E-12,27.244696E-12,27.273642E-12,27.301315E-12,27.263774E-12,27.291072E-12,27.315222E-12,27.273852E-12,27.298236E-12,27.276653E-12,27.326470E-12,27.286086E-12,27.302657E-12,27.279555E-12,27.257238E-12,27.287903E-12,27.326507E-12,27.300264E-12,27.282811E-12,27.318047E-12,27.287240E-12,27.252207E-12,27.277974E-12,27.302673E-12,27.264044E-12,27.289932E-12,27.306726E-12,27.285205E-12,27.303375E-12,27.273348E-12,27.332526E-12,27.284258E-12,27.302063E-12,27.275812E-12,27.255852E-12,27.291904E-12,27.316280E-12,27.300140E-12,27.286618E-12,27.312977E-12,27.286841E-12,27.249358E-12,27.279230E-12,27.311793E-12,27.259560E-12,27.287118E-12,27.308827E-12,27.283886E-12,27.295412E-12,27.279725E-12,27.334233E-12,27.283976E-12,27.312060E-12,27.277736E-12,27.255625E-12,27.290115E-12,27.317671E-12,27.297366E-12,27.287805E-12,27.314937E-12,27.292076E-12,27.245054E-12,27.280804E-12,27.298929E-12,27.256992E-12,27.291521E-12,27.311882E-12,27.282667E-12,27.308008E-12,27.270323E-12,27.331849E-12,27.287558E-12,27.304687E-12,27.279662E-12,27.256384E-12,27.287492E-12,27.321893E-12
325.00000E-3,27.896482E-12,27.873049E-12,27.928782E-12,27.890170E-12,27.831173E-12,27.866050E-12,27.906915E-12,27.853129E-12,27.891686E-12,27.906120E-12,27.877658E-12,27.889842E-12,27.860551E-12,27.935460E-12,27.875451E-12,27.901447E-12,27.869054E-12,27.848133E-12,27.884481E-12,27.924922E-12,27.897681E-12,27.882268E-12,27.911380E-12,27.885570E-12,27.837460E-12,27.873046E-12,27.897526E-12,27.853838E-12,27.880908E-12,27.912319E-12,27.875947E-12,27.893994E-12,27.864247E-12,27.931847E-12,27.878400E-12,27.905738E-12,27.872933E-12,27.844138E-12,27.883661E-12,27.919270E-12,27.901322E-12,27.864647E-12,27.921505E-12,27.893585E-12,27.830149E-12,27.865282E-12,27.898869E-12,27.853304E-12,27.886437E-12,27.915748E-12,27.865537E-12,27.895132E-12,27.868936E-12,27.929400E-12,27.880385E-12,27.900498E-12,27.872458E-12,27.845371E-12,27.882590E-12,27.929445E-12,27.897594E-12,27.876410E-12,27.919177E-12,27.881786E-12,27.839265E-12,27.870539E-12,27.900517E-12,27.853632E-12,27.885053E-12,27.905437E-12,27.879316E-12,27.901369E-12,27.864925E-12,27.936750E-12,27.878166E-12,27.899777E-12,27.867915E-12,27.843689E-12,27.887446E-12,27.917032E-12,27.897443E-12,27.881031E-12,27.913023E-12,27.881302E-12,27.835808E-12,27.872064E-12,27.911587E-12,27.848190E-12,27.881637E-12,27.907986E-12,27.877714E-12,27.891705E-12,27.872664E-12,27.938822E-12,27.877824E-12,27.911911E-12,27.870250E-12,27.843414E-12,27.885275E-12,27.918721E-12,27.894076E-12,27.882472E-12,27.915403E-12,27.887655E-12,27.830584E-12,27.873974E-12,27.895973E-12,27.845073E-12,27.886981E-12,27.911694E-12,27.876235E-12,27.906993E-12,27.861254E-12,27.935928E-12,27.882172E-12,27.902961E-12,27.872588E-12,27.844335E-12,27.882091E-12,27.923844E-12
